Ränta (rate),Bank,Bindningstid (loan duration),Postnummer (ZIP),Hur stort är ditt bolån (amount),När band du lånet (start date),,
"3,75",Swedbank,Rörlig,25 438,"1,4",20120301,,
"3,75",Swedbank,2 år,25450,3,120101,,
"3,75",Handelsbanken,3 månader,25 454,"1,25",4/1/2012,,
"3,75",Nordea,2 år,25470,"1,4",maj 2012,,
"3,75",Nordea,3 månader,25 667,"2,15 mkr",120227,,
"3,75",Swedbank,Rörlig,25 732,"1,6 mkr",februari 2012,,
"3,75",Skandiabanken,3 månader,26 140,2975000,Nov-11,,
"3,75",Swedbank,10 år,28197,"0,7 mkr",120201,,
"3,75",Danske Bank,Rörlig,28 332,"1,5 mkr",1/1/2011,,
"3,75",Swedbank,Rörlig,29 435,900000,1990,,
"3,75",Swedbank,2 år,29477,1 mkr,20120127,,
"3,75",Swedbank,3 månader,30 256,"1,1",20120401,,
"3,75",Länsförsäkringar,2 år,31137,,,,
"3,75",Handelsbanken,3 månader,33 432,"0,9",20120401,,
"3,75",Swedbank,3 månader,34 134,530000,20120131,,
"3,75",Handelsbanken,Rörlig,34 390,,,,
"3,75",Länsförsäkringar,2 år,35236,3,20111231,,
"3,75",Swedbank,Rörlig,35 595,500000,Rabatt 12 mån från 111101,,
"3,75",Swedbank,3 månader,38 292,"01.0""2","00""",3/28/2012,
"3,75",Nordea,Rörlig,38 894,250000,20120210,,
"3,75",Nordea,2 år,39236,"0,513",110916,,
"3,75",Swedbank,Rörlig,41 139,395000,110708,,
"3,75",Danske Bank,Rörlig,41 256,,,,
"3,75",Danske Bank,3 månader,41 258,"2,3",10/1/2011,,
"3,75",Danske Bank,Rörlig,41 303,"2,3",20120401,,
"3,75",Swedbank,3 månader,41 308,2 mkr,2/25/2012,,
"3,75",Danske Bank,Rörlig,41 308,1300000,8/31/2011,,
"3,75",Swedbank,Rörlig,41 311,,,,
"3,75",Handelsbanken,1 år,41320,2,Apr-11,,
"3,75",SEB,3 år,41479,700000,juni 2009,,
"3,75",Nordea,2 år,41729,,,,
"3,75",Nordea,3 månader,41 760,"2,851 mkr",2/27/2012,,
"3,75",Nordea,Rörlig,41 762,2541665,10/14/2011,,
"3,75",Nordea,3 år,41765,,,,
"3,75",Handelsbanken,2 år,42166,,,,
"3,75",Danske Bank,Rörlig,42 351,3700000,-,,
"3,75",Swedbank,3 månader,42 354,,,,
"3,75",Swedbank,3 månader,42 470,600000,Nov-11,,
"3,75",Handelsbanken,5 år,42565,975000,4/30/2011,,
"3,75",Nordea,3 månader,42 658,"4,2",100215,,
"3,75",Swedbank,3 månader,42 735,"1,2",20090903,,
"3,75",Danske Bank,Rörlig,42 934,,,,
"3,75",Danske Bank,3 år,42941,800000,20110901,,
"3,75",Swedbank,3 år,43159,"1,7 mkr",8/25/2011,,
"3,75",Nordea,3 år,43236,,,,
"3,75",Swedbank,Rörlig,43 275,"1,9",20120328,,
"3,75",SEB,3 månader,43 493,"1,5",90601,,
"3,75",Handelsbanken,3 månader,43 538,"0,5 mkr",3/1/2012,,
"3,75",Danske Bank,Rörlig,43 651,,,,
"3,75",Handelsbanken,3 månader,43 654,"3,5",Jan-12,,
"3,75",Handelsbanken,3 månader,43 733,2,9/20/2011,,
"3,75",SEB,3 månader,43 742,,,,
"3,75",Swedbank,Rörlig,43 898,"2,5 mkr",70901,,
"3,75",Danske Bank,Rörlig,43 935,"3,2",110901,,
"3,75",Handelsbanken,3 månader,44 232,7000000,201204,,
"3,75",Danske Bank,Rörlig,44 271,"1,3",Mars 2012,,
"3,75",Länsförsäkringar,5 år,44332,750000,6/30/2010,,
"3,75",Länsförsäkringar,2 år,44374,400000,110901,,
"3,75",Länsförsäkringar,2 år,44374,4000000,110901,,
"3,75",Länsförsäkringar,2 år,44374,400000,110901,,
"3,75",Nordea,Rörlig,44 447,,,,
"3,75",Handelsbanken,3 år,44732,,,,
"3,75",Nordea,2 år,44930,"2,8",9/10/2011,,
"3,75",Swedbank,3 månader,45 191,"2,72 mkr",3/28/2012,,
"3,75",Swedbank,3 månader,45 193,600000,Apr-12,,
"3,75",Swedbank,3 år,45196,"1,5mkr",2/1/2012,,
"3,75",Swedbank,3 månader,45 431,"1,5 mkr",1/7/2012,,
"3,75",Swedbank,Rörlig,45 795,"1,6 mkr",januari 2012,,
"3,75",Nordea,2 år,46130,,,,
"3,75",Nordea,5 år,46198,111860,100331,,
"3,75",Nordea,2 år,46231,365000,1/20/2012,,
"3,75",SEB,3 månader,46 791,,,,
"3,75",Danske Bank,Rörlig,47 231,,,,
"3,75",Nordea,2 år,50466,,,,
"3,75",Swedbank,3 år,51632,"250.0""0","00""",111007,
"3,75",Länsförsäkringar,Rörlig,51 994,"1,2",120301,,
"3,75",Länsförsäkringar,2 år,51995,"1,05 mkr",Mars 2012,,
"3,75",Länsförsäkringar,2 år,52100,960000,9/30/2011,,
"3,75",SEB,Rörlig,53 154,"2,1",Februari 2012,,
"3,75",Swedbank,Rörlig,54 150,575 tkr,rörligt,,
"3,75",Danske Bank,3 månader,55 323,,,,
"3,75",SEB,3 månader,55 324,"0,75 mkr",20120301,,
"3,75",Nordea,3 månader,56 491,5,3/20/2012,,
"3,75",Länsförsäkringar,2 år,56635,"0,5 mkr",Sep-11,,
"3,75",Handelsbanken,2 år,57183,"1,1mkr",Februari 2012,,
"3,75",Nordea,2 år,57331,"1,45 mkr",Mars 2012,,
"3,75",Swedbank,3 månader,57 439,370000,20120128,,
"3,75",Swedbank,3 månader,57 439,375000,20120128,,
"3,75",Swedbank,Rörlig,57 635,560000,3/29/2012,,
"3,75",Danske Bank,Rörlig,58 336,"1,9 mkr",4/2/2012,,
"3,75",Handelsbanken,"Rörligt med tak (5,25%)",58 597,1 mkr,2011,,
"3,75",Danske Bank,3 månader,58 929,"1,8",Jan-12,,
"3,75",Danske Bank,3 månader,58 941,"0,76 mkr",Mars 2012,,
"3,75",Swedbank,3 månader,59 049,755 tkr,Sep-11,,
"3,75",Swedbank,3 månader,59 054,"1,5mkr",20120112,,
"3,75",Swedbank,1 år,59054,"1,5mkr",20120120,,
"3,75",Danske Bank,Rörlig,59 077,,,,
"3,75",Danske Bank,Rörlig,59 160,750000,10/25/2011,,
"3,75",Handelsbanken,Rörlig,61 131,340000,6/1/2007,,
"3,75",Danske Bank,2 år,61144,"2,4 mkr",111220,,
"3,75",Danske Bank,Rörlig,61 291,"0,4",20120301,,
"3,75",Nordea,Rörlig,61 338,"1,7 mkr",Maj 2011,,
"3,75",Nordea,2 år,62140,"1,6 mkr",Mars 2012,,
"3,75",Swedbank,2 år,63508,"230.0""0","00""",1/17/2012,
"3,75",Handelsbanken,5 år,65221,2300,5/12/2008,,
"3,75",Swedbank,3 månader,65 350,1600000,20111001,,
"3,75",Nordea,2 år,66011,,,,
"3,75",Swedbank,3 månader,66 340,,,,
"3,75",Nordea,2 år,66731,555000,120325,,
"3,75",Nordea,3 år,66732,800000,3/27/2012,,
"3,75",Nordea,3 år,66931,,,,
"3,75",Nordea,3 år,68152,725000,120301,,
"3,75",Handelsbanken,Rörlig,69 131,"1,4",30325,,
"3,75",Danske Bank,Rörlig,70 216,,,,
"3,75",Handelsbanken,Rörlig,70 360,,,,
"3,75",Handelsbanken,Rörlig,72 164,"2,2 Mkr. ",Ej bundet,,
"3,75",Nordea,Rörlig,72 223,"0,375",120324,,
"3,75",SEB,Rörlig,72 353,,,,
"3,75",SEB,3 månader,72 465,"1,4 mkr",augusti 2008,,
"3,75",Länsförsäkringar,2 år,73340,,,,
"3,75",Länsförsäkringar,2 år,73340,"2,1mkr",okt 2011,,
"3,75",Danske Bank,Rörlig,74 196,"2,4",20070601,,
"3,75",Nordea,3 månader,74 381,2400000,20120206,,
"3,75",Swedbank,1 år,74951,2000000,20120115,,
"3,75",Nordea,3 år,75225,"1,8",Feb-12,,
"3,75",Danske Bank,Rörlig,75 317,,,,
"3,75",Nordea,2 år,75323,342000,februari 2012,,
"3,75",Nordea,3 månader,75 325,"1,8Mkr",120331,,
"3,75",Länsförsäkringar,5 år,75442,500000,20090801,,
"3,75",Nordea,2 år,75598,,,,
"3,75",Nordea,2 år,75598,,,,
"3,75",Danske Bank,Rörlig,75 651,2760000,20061101,,
"3,75",Danske Bank,2 år,75653,1 mkr,10/1/2011,,
"3,75",Swedbank,3 år,77693,"0,8",120201,,
"3,75",Swedbank,3 månader,78 067,"1,8 mkr",Februari 2012,,
"3,75",Swedbank,3 månader,78 544,,,,
"3,75",Handelsbanken,2 år,79173,"2,5 mKr",110601,,
"3,75",Swedbank,3 månader,79 237,"1,2",120328,,
"3,75",Swedbank,3 månader,81 440,900000,111030,,
"3,75",Länsförsäkringar,2 år,83146,"1,7 mkr",Nov-11,,
"3,75",Nordea,Rörlig,85 653,,,,
"3,75",Swedbank,Rörlig,90 436,"1,65",111001,,
"3,75",Swedbank,3 månader,90 788,,,,
"3,75",Swedbank,3 månader,94 235,290000,120301,,
"3,75",Nordea,3 månader,97 443,"3,4 mkr",ej bundet,,
"3,75",Nordea,2 år,97634,"0,5mkr",20110401,,
"3,75",Handelsbanken,Rörlig,11322,"0""","2,3 mkr",Rörligt,
"3,75",Nordea,2 år,11864,"0""","2,2 mkr",Feb-12,
"3,75",Swedbank,3 månader,12039,"0""","1,7 mkr",20120201,
"3,75",Danske Bank,Rörlig,13148,"0""",,,
"3,75",Handelsbanken,Rörlig,23335,"0""","1,4 mkr",110103,
"3,75",Nordea,3 månader,25656,"0""","2,5",111101,
"3,75",Swedbank,3 månader,42340,"0""","2,6mkr",11/11/2012,
"3,75",Danske Bank,Rörlig,45655,"0""","1,2 mkr",juni 2008,
"3,75",Danske Bank,Rörlig,47231,"0""",,,
"3,75",Länsförsäkringar,2 år,55307,"0""","1,2 mkr",8/18/2011,
"3,75",SEB,3 månader,60219,"0""","2,5",Mars 2012,
"3,75",Handelsbanken,Rörlig,90346,"0""","1,4 mkr",Ej bundet,
"3,75",Swedbank,3 månader,90421,"0""",1350,mars 2012,
"3,75",Nordea,2 år,11123,,,,
"3,74",Swedbank,2 år,11219,"1,66 mkr",12/12/2010,,
"3,74",Swedbank,2 år,11219,"1,66",Dec-10,,
"3,74",SEB,3 månader,11 221,"2,3 mkr",20120202,,
"3,74",Swedbank,3 år,11228,,,,
"3,74",Handelsbanken,3 månader,11 239,3900000,8/1/2010,,
"3,74",SEB,3 månader,11 344,,,,
"3,74",Handelsbanken,3 månader,11 362,"3,5mkr",11/1/2011,,
"3,74",Handelsbanken,3 månader,11 526,,,,
"3,74",SEB,Rörlig,11 529,,,,
"3,74",Skandiabanken,3 år,11642,,,,
"3,74",SEB,3 månader,11 848,"1,2 mkr",3/21/2012,,
"3,74",SEB,3 månader,12 942,"2,8",110801,,
"3,74",Handelsbanken,Rörlig,13 131,,,,
"3,74",SEB,3 månader,13 153,2.5 mkr,20120207,,
"3,74",Handelsbanken,3 månader,13 338,,,,
"3,74",Handelsbanken,3 månader,13 338,,,,
"3,74",Danske Bank,3 månader,13 672,"3,3",20081231,,
"3,74",SEB,Rörlig,15 023,"2,3mkr",3/30/2012,,
"3,74",Nordea,2 år,15257,407000,12/20/2010,,
"3,74",SBAB,3 månader,16 354,"1,8",Apr-12,,
"3,74",Swedbank,2 år,16479,400000,mars 2012,,
"3,74",Skandiabanken,5 år,16958,"1,3 mkr",11/1/2011,,
"3,74",Swedbank,2 år,17069,"2,1 mkr",3/1/2011,,
"3,74",Handelsbanken,2 år,17441,500000,10/3/2011,,
"3,74",SEB,2 år,17676,"1,35 mkr",20110629,,
"3,74",Handelsbanken,5 år,17739,800000,90912,,
"3,74",SEB,3 månader,17 838,"3,4",2/28/2012,,
"3,74",Handelsbanken,5 år,18237,188114,100901,,
"3,74",Danske Bank,Rörlig,18 357,"2,9 mkr",Mars 2012,,
"3,74",SEB,3 månader,18 594,,,,
"3,74",SEB,3 månader,19 133,,,,
"3,74",Handelsbanken,3 månader,19 141,"1,7",120110,,
"3,74",Handelsbanken,Rörlig,19 464,"2,4 mkr",20120301,,
"3,74",Handelsbanken,3 månader,21 152,850000,3/1/2012,,
"3,74",Swedbank,3 månader,22 224,1907061,11/15/2012,,
"3,74",Handelsbanken,3 månader,26 361,2100000,20120401,,
"3,74",Handelsbanken,3 månader,31 145,3,3/30/2012,,
"3,74",Swedbank,3 månader,33 333,1 mkr,120301,,
"3,74",Swedbank,5 år,38053,"0,5 mkr",9/25/2011,,
"3,74",Handelsbanken,Rörlig,38 651,"1,6 mkr",Sep-11,,
"3,74",SBAB,3 år,42736,"1,2",3/15/2012,,
"3,74",SBAB,3 år,42736,"1,4",Feb-12,,
"3,74",Swedbank,3 månader,42 750,,,,
"3,74",Handelsbanken,5 år,44935,800000,Februari 2012,,
"3,74",Handelsbanken,5 år,44935,800000,Februari 2012,,
"3,74",Nordea,4 år,46198,167660,110427,,
"3,74",Handelsbanken,1 år,46293,"0,5",11/1/2011,,
"3,74",SEB,3 månader,47 541,"1,5 mkr",1/1/2012,,
"3,74",SEB,Rörlig,47 541,"1,5 mkr",1/1/2012,,
"3,74",SEB,3 månader,52 130,1700000,120127,,
"3,74",Handelsbanken,2 år,53591,"1,3",Dec-11,,
"3,74",Swedbank,8 år,59692,346000,20050729,,
"3,74",Swedbank,3 månader,60 385,"0,265",3/15/2012,,
"3,74",Handelsbanken,3 år,65351,725,12/1/2010,,
"3,74",Swedbank,2 år,80628,2465000,Dec-10,,
"3,74",Handelsbanken,5 år,85645,100.000:-,9/1/2010,,
"3,74",Handelsbanken,3 månader,89 134,"1,7",20120401,,
"3,74",Swedbank,2 år,91832,"2,4 mkr",20120101,,
"3,74",Handelsbanken,3 månader,18254,"0""",5 mkr,3/20/2012,
"3,74",SEB,3 år,43364,"0""",01 mkr,juni 2011,
"3,73",Handelsbanken,3 månader,11 230,"2,2 mkr",4/1/2012,,
"3,73",Handelsbanken,3 månader,11 233,,,,
"3,73",Handelsbanken,3 månader,11 245,3000000,3/19/2012,,
"3,73",Handelsbanken,3 månader,11 255,,,,
"3,73",Handelsbanken,3 månader,11 263,,,,
"3,73",Swedbank,1 år,11453,"3,4M kr",Sep-11,,
"3,73",Handelsbanken,3 månader,11 525,,,,
"3,73",Handelsbanken,3 månader,11 531,,,,
"3,73",Handelsbanken,3 månader,11 531,,,,
"3,73",Swedbank,3 månader,11 550,"2,3",120228,,
"3,73",SEB,3 månader,11 756,2 mkr,120323,,
"3,73",Swedbank,3 månader,11 761,,,,
"3,73",Nordea,3 månader,11 761,"1,9",Jan-12,,
"3,73",Nordea,Rörlig,12 070,"2,6 mkr",Sep-11,,
"3,73",Handelsbanken,3 månader,12 071,,,,
"3,73",Swedbank,2 år,13136,"1,6 mkr",1/23/2011,,
"3,73",Nordea,Rörlig,13 171,2 mkr,20120303,,
"3,73",Handelsbanken,3 månader,13 243,"0,7",120401,,
"3,73",Swedbank,4 år,13252,1100000,Sep-11,,
"3,73",Handelsbanken,3 månader,13 336,"5,7 mkr",3/1/2012,,
"3,73",Handelsbanken,3 månader,13 336,"4,73 mkr",4/1/2012,,
"3,73",Handelsbanken,3 månader,14 171,"2,4 mkr",3/31/2012,,
"3,73",Handelsbanken,2 år,14743,"1,7 mkr",111001,,
"3,73",SEB,3 månader,14 935,,,,
"3,73",SEB,Rörlig,16 346,,,,
"3,73",Handelsbanken,3 månader,16 570,1 mkr,4/1/2012,,
"3,73",Swedbank,3 månader,16 577,"1,8",120328,,
"3,73",Handelsbanken,3 månader,16 773,"3,5 mkr",3/1/2012,,
"3,73",Handelsbanken,3 månader,16 851,4,3/1/2012,,
"3,73",Handelsbanken,3 månader,16 855,,,,
"3,73",Handelsbanken,1 år,16940,,,,
"3,73",Swedbank,2 år,17441,2507500,20111101,,
"3,73",Handelsbanken,3 månader,17 739,"1,2",3/31/2012,,
"3,73",Handelsbanken,1 år,18147,"3,2",4/1/2011,,
"3,73",Handelsbanken,3 månader,18 161,"3,5",4/1/2012,,
"3,73",Swedbank,3 månader,18 164,,,,
"3,73",Swedbank,3 månader,18 164,,,,
"3,73",SEB,3 månader,18 351,"3,9mkr",120328,,
"3,73",Handelsbanken,3 månader,18 352,,,,
"3,73",Handelsbanken,3 månader,18 357,"1,56",Apr-12,,
"3,73",Swedbank,2 år,18452,650000 kr,Dec-10,,
"3,73",SEB,3 månader,18 593,"2,2",Januari 2010,,
"3,73",Swedbank,2 år,18594,"1 mkr (totalt 4 mkr, 4 lån)",3/30/2012,,
"3,73",Handelsbanken,1 år,18742,"4,1 mkr",Augusti 2011,,
"3,73",Handelsbanken,3 månader,18 744,,,,
"3,73",SEB,3 månader,19 138,"1,3 mkr",20120331,,
"3,73",SEB,3 månader,19 138,"1,3 mkr",Mars 2012,,
"3,73",Nordea,2 år,21233,"1,5 mkr",110928,,
"3,73",Handelsbanken,3 månader,21 236,"2,1 mkr",120401,,
"3,73",Handelsbanken,Rörlig,21 620,"1,7 mrk",7/1/2010,,
"3,73",Handelsbanken,Rörlig,21 741,"0,9 mkr",120401,,
"3,73",Handelsbanken,Rörlig,21 773,"2,25 mkr",120327,,
"3,73",Handelsbanken,3 månader,22 241,,,,
"3,73",Handelsbanken,3 månader,22 651,,,,
"3,73",SEB,5 år,23145,1077000,8/28/2010,,
"3,73",Handelsbanken,3 månader,23 731,2 mkr,Maj 2011,,
"3,73",Handelsbanken,1 år,24564,"2,9 mkr",Augusti 2011,,
"3,73",Handelsbanken,2 år,24732,,,,
"3,73",Handelsbanken,3 månader,25 667,"2,0 mkr",3/1/2012,,
"3,73",Handelsbanken,3 månader,26 192,747000,4/1/2012,,
"3,73",Handelsbanken,3 månader,27 171,,,,
"3,73",Handelsbanken,3 år,27735,,,,
"3,73",Handelsbanken,3 månader,31 142,"1,9",Mars 2012,,
"3,73",Swedbank,3 år,39471,1.3 mkr,110915,,
"3,73",Handelsbanken,3 månader,41 120,"1,7mkr",mars 2012,,
"3,73",Handelsbanken,3 månader,41 132,"3,5 mkr",Apr-12,,
"3,73",Swedbank,Rörlig,41 323,650,120101,,
"3,73",Handelsbanken,3 månader,43 252,2 mkr,2/29/2012,,
"3,73",Handelsbanken,3 månader,43 440,"2,6",120401,,
"3,73",Handelsbanken,3 månader,43 835,2,20070601,,
"3,73",Handelsbanken,3 månader,43 936,875000 kr,Mars 2012,,
"3,73",Handelsbanken,3 månader,44 250,2000000,4/3/2012,,
"3,73",Handelsbanken,3 månader,44 633,2,20120402,,
"3,73",Swedbank,2 år,44943,975000,3/30/2012,,
"3,73",Nordea,Rörlig,47 198,,,,
"3,73",Swedbank,2 år,54170,"1,2",Mars 2011,,
"3,73",Handelsbanken,3 månader,57 337,1000000,3/31/2012,,
"3,73",Handelsbanken,3 månader,57 500,"2,4 mkr",12/31/2011,,
"3,73",Handelsbanken,1 år,58422,,,,
"3,73",Handelsbanken,3 månader,59 095,"0,95 mkr",4/1/2012,,
"3,73",Swedbank,3 år,59731,614,120329,,
"3,73",Swedbank,2 år,60210,"0,7",111215,,
"3,73",Swedbank,2 år,60210,700000,Dec-11,,
"3,73",SEB,Rörlig,60 218,,,,
"3,73",SEB,3 månader,74 633,,,,
"3,73",Handelsbanken,1 år,75752,"3,3",6/1/2011,,
"3,73",Handelsbanken,3 månader,77 133,"0,5",Apr-11,,
"3,73",Handelsbanken,3 år,82493,545,120201,,
"3,73",Handelsbanken,2 år,94139,199200,20120203,,
"3,73",Handelsbanken,3 månader,11767,"0""","1,7 mkr",Aug-11,
"3,73",Handelsbanken,3 månader,41467,"0""","1,3 mkr",Apr-12,
"3,72",SEB,3 månader,11 137,,,,
"3,72",Nordea,3 månader,11 161,"2,0 mkr",120301,,
"3,72",SEB,1 år,11327,550000,Mars 2012,,
"3,72",SEB,2 år,11527,880000,12/1/2010,,
"3,72",SEB,3 månader,11 528,"3,1 mkr",3/28/2012,,
"3,72",Handelsbanken,3 månader,11 537,"2,4",120402,,
"3,72",Swedbank,2 år,11621,,,,
"3,72",SEB,3 månader,11 643,"2,3",12/16/2011,,
"3,72",Handelsbanken,Rörlig,11 761,2,3/1/2012,,
"3,72",Swedbank,2 år,12070,3 mkr,3/25/2011,,
"3,72",SEB,3 månader,12 266,2000000,12/1/2011,,
"3,72",Nordea,3 månader,12 343,"3,3",20120225,,
"3,72",Handelsbanken,3 månader,12 533,"1,8 mkr",120301,,
"3,72",Swedbank,3 år,12949,"1,1",11/11/2011,,
"3,72",Swedbank,5 år,13245,"1,2 mkr",20120402,,
"3,72",Handelsbanken,Rörlig,13 333,3250000,Apr-12,,
"3,72",Handelsbanken,1 år,13673,2 mkr,6/12/2011,,
"3,72",Handelsbanken,3 månader,14 191,"1,2mkr",mars 2012,,
"3,72",Handelsbanken,3 år,14891,2300000,februari 2012,,
"3,72",SEB,Rörlig,15 023,"2,3",Mars 2012,,
"3,72",SBAB,Rörlig,16 343,"1,25 mkr",mars 2012,,
"3,72",Handelsbanken,1 år,16860,,,,
"3,72",SEB,3 månader,17 263,550000,201203229,,
"3,72",Swedbank,Rörlig,17 264,"1,2 mkr",10/15/2008,,
"3,72",SEB,3 månader,18 646,"3,3mkr",120328,,
"3,72",SBAB,2 år,18764,"1,5",120310,,
"3,72",SEB,2 år,18776,2 mkr,20110520,,
"3,72",Swedbank,Rörlig,19 630,245000,20050815,,
"3,72",SEB,1 år,21146,,,,
"3,72",Handelsbanken,3 månader,21 146,,,,
"3,72",Handelsbanken,1 år,21749,1,5/1/2011,,
"3,72",Handelsbanken,3 månader,21 833,"3,0 mkr",Januari 2012,,
"3,72",Nordea,2 år,23192,997000,Sep-10,,
"3,72",Swedbank,Rörlig,24 030,,,,
"3,72",Swedbank,5 år,25455,250000,6/1/2011,,
"3,72",SEB,3 månader,26 631,"1,6 mkr",3/28/2012,,
"3,72",SEB,3 månader,26 936,"1,3",120327,,
"3,72",Swedbank,5 år,28060,,,,
"3,72",Swedbank,2 år,31296,,,,
"3,72",Handelsbanken,3 år,41260,"1,5 mkr",111230,,
"3,72",Nordea,2 år,41457,,,,
"3,72",SEB,2 år,43162,280000,20110420,,
"3,72",Handelsbanken,3 månader,43 351,675000,Jan-12,,
"3,72",Nordea,3 månader,43 446,"3,025",3/15/2012,,
"3,72",Nordea,3 månader,44 135,"1,6mkr",20120101,,
"3,72",Nordea,"rörlig, 1år, 3år 5,år",44 290,"2,2 mkr",100730,,
"3,72",Handelsbanken,3 månader,44 335,1700000,mars 2012,,
"3,72",Swedbank,5 år,46154,80100,2011,,
"3,72",Swedbank,Rörlig,47 193,"1,2mkr",5/1/2010,,
"3,72",SEB,3 månader,50 444,650000,9/1/2009,,
"3,72",Handelsbanken,3 månader,50 730,"1,5",120403,,
"3,72",Nordea,3 månader,51 736,"2,2 mkr",120320,,
"3,72",Swedbank,5 år,54200,,,,
"3,72",Handelsbanken,3 månader,56 434,1600000,4/1/2012,,
"3,72",Handelsbanken,2 år,58216,,,,
"3,72",Handelsbanken,3 år,58662,265000,20120401,,
"3,72",Swedbank,3 år,59634,590000,20120220,,
"3,72",Handelsbanken,Rörlig,64 632,"1,2",3/12/2012,,
"3,72",Handelsbanken,2 år,68234,"0,33 mkr",120114,,
"3,72",Swedbank,5 år,71592,"1,350 mkr",100625,,
"3,72",SEB,3 år,72219,2 mkr,10/26/2011,,
"3,72",Länsförsäkringar,3 år,73635,165000,Nov-10,,
"3,72",Handelsbanken,2 år,74633,"1,6mkr",120301,,
"3,72",Swedbank,2 år,82040,900000,110103,,
"3,72",Swedbank,Rörlig,90 362,630000,20111201,,
"3,72",Swedbank,Rörlig,90 441,"0,1 mkr",febrtuari 2008,,
"3,72",Swedbank,5 år,96164,199750,111201,,
"3,72",Handelsbanken,1 år,11345,"0""",,,
"3,72",Handelsbanken,3 månader,18770,"0""",,,
"3,72",Handelsbanken,3 månader,18770,"0""",,,
"3,72",Handelsbanken,3 månader,21231,"0""","1,4 mkr",3/1/2012,
"3,72",Nordea,3 månader,26632,"0""",450000,4/2/2012,
"3,72",SEB,Rörlig,43731,"0""",280000,3/28/2012,
"3,71",SEB,3 månader,11 229,100000,11/1/2011,,
"3,71",SEB,3 månader,11 260,"0,5mkr",12/21/2011,,
"3,71",Swedbank,3 månader,11 357,"1,9",3/30/2012,,
"3,71",SEB,3 månader,11 429,,,,
"3,71",SEB,3 månader,11 453,"0,250 mkr",20120328,,
"3,71",SEB,Rörlig,11 635,,,,
"3,71",SEB,3 månader,11 662,"3,6",Apr-12,,
"3,71",Handelsbanken,3 månader,11 732,,,,
"3,71",SEB,3 månader,11 738,800000,2009,,
"3,71",SEB,3 månader,12 064,,,,
"3,71",SEB,3 månader,12 064,3 mkr,20120320,,
"3,71",SEB,3 månader,12 133,"3,4 mkr",3/31/2012,,
"3,71",Swedbank,3 månader,12 151,,,,
"3,71",SEB,3 månader,12 239,,,,
"3,71",SBAB,2 år,12741,"1,7 mkr",mars 2012,,
"3,71",SEB,3 månader,12 834,,,,
"3,71",SEB,3 månader,12 940,,,,
"3,71",SEB,3 månader,13 231,,,,
"3,71",Handelsbanken,3 månader,13 239,,,,
"3,71",Swedbank,3 månader,13 247,,,,
"3,71",Swedbank,Rörlig,13 247,"2,2 mkr",200400401,,
"3,71",Swedbank,3 månader,13 247,4000000,maj 2011,,
"3,71",SEB,3 månader,13 248,,,,
"3,71",Swedbank,Rörlig,13 547,"0,35",-,,
"3,71",SEB,3 månader,13 549,"2,7",3/21/2012,,
"3,71",SEB,3 månader,13 550,"3,3mkr",3/21/2012,,
"3,71",SBAB,2 år,13555,"1,3",9/1/2011,,
"3,71",Handelsbanken,3 månader,13 837,1000000 kr,Juli 2011,,
"3,71",SEB,3 månader,14 144,,,,
"3,71",Handelsbanken,2 år,14252,"2,3 mkr",120320,,
"3,71",SEB,3 månader,16 752,,,,
"3,71",Swedbank,3 månader,16 835,,,,
"3,71",SEB,3 månader,16 858,1800000,3/21/2012,,
"3,71",SEB,5 år,16937,,,,
"3,71",SEB,3 månader,17 069,2200000 kr,3/21/2012,,
"3,71",SEB,3 månader,17 265,"1,4",120305,,
"3,71",SEB,3 månader,17 547,,,,
"3,71",Handelsbanken,3 år,17560,,,,
"3,71",Swedbank,3 månader,17 566,,,,
"3,71",Swedbank,Rörlig,17 960,"1,5 mkr",5/1/2006,,
"3,71",SEB,3 månader,18 165,,,,
"3,71",SEB,3 månader,18 260,"1,7 mkr",20120229,,
"3,71",Handelsbanken,3 månader,18 370,,,,
"3,71",SEB,3 månader,19 145,"2,2 mkr",2/29/2012,,
"3,71",SEB,Rörlig,19 593,1688000,rörligt,,
"3,71",SEB,3 år,19637,2000000,4/5/2012,,
"3,71",SEB,3 månader,21 145,,,,
"3,71",SEB,3 månader,21 616,350000,1/1/2012,,
"3,71",SEB,3 månader,21 618,,,,
"3,71",SEB,rörlig 3 mån,22 352,"1,275",0,,
"3,71",SEB,3 månader,22 649,3100000,Apr-12,,
"3,71",SEB,Rörlig,23 440,,,,
"3,71",SEB,3 månader,23 591,"3,85 mkr",3/30/2012,,
"3,71",SEB,Rörlig,23 931,"2,3 mkr",111226,,
"3,71",SEB,3 månader,24 652,"1,3 mkr",10/20/2011,,
"3,71",SEB,3 månader,26 291,800000,2011,,
"3,71",Swedbank,3 månader,30 560,"1,3 mkr",rörligt,,
"3,71",SEB,3 månader,41 268,,,,
"3,71",SEB,Rörlig,41 669,"1,3",Mars 2012,,
"3,71",SEB,3 månader,41 742,"1,5 mkr",120325,,
"3,71",SEB,3 månader,41 743,"1,9",20120328,,
"3,71",Swedbank,Rörlig,41 760,"1,0 mkr",2/28/2012,,
"3,71",SEB,Rörlig,42 341,"1,45 mkr",20120215,,
"3,71",Handelsbanken,3 månader,42 679,,,,
"3,71",SEB,3 månader,43 166,2100000,Mars 2012,,
"3,71",SEB,3 månader,43 430,1450000,Dec-12,,
